100000 1000
1 -89962 552489
2
1 -89997 552464
2
1 -90035 552447
2
1 -90049 552429
2
1 -90082 552386
2
1 -90124 552381
2
1 -90146 552340
2
1 -90158 552316
2
1 -90199 552275
2
1 -90217 552243
2
1 -90254 552207
2
1 -90274 552194
2
1 -90298 552160
2
1 -90330 552121
2
1 -90346 552078
2
1 -90371 552044
2
1 -90407 552022
2
1 -90428 551993
2
1 -90430 551950
2
1 -90432 551915
2
1 -90473 551909
2
1 -90514 551884
2
1 -90523 551869
2
1 -90534 551864
2
1 -90546 551835
2
1 -90583 551824
2
1 -90604 551812
2
1 -90628 551805
2
1 -90637 551794
2
1 -90645 551762
2
1 -90654 551728
2
1 -90675 551728
2
1 -90693 551723
2
1 -90729 551703
2
1 -90739 551703
2
1 -90750 551690
2
1 -90756 551676
2
1 -90794 551654
2
1 -90823 551650
2
1 -90850 551647
2
1 -90891 551621
2
1 -90905 551604
2
1 -90906 551566
2
1 -90937 551556
2
1 -90942 551516
2
1 -90984 551495
2
1 -91020 551470
2
1 -91042 551461
2
1 -91072 551441
2
1 -91102 551439
2
1 -91123 551436
2
1 -91138 551402
2
1 -91155 551394
2
1 -91167 551386
2
1 -91187 551347
2
1 -91199 551324
2
1 -91220 551298
2
1 -91260 551276
2
1 -91287 551243
2
1 -91326 551204
2
1 -91354 551161
2
1 -91369 551142
2
1 -91392 551105
2
1 -91428 551089
2
1 -91441 551061
2
1 -91459 551020
2
1 -91490 550986
2
1 -91520 550976
2
1 -91524 550934
2
1 -91549 550903
2
1 -91593 550866
2
1 -91602 550839
2
1 -91628 550828
2
1 -91632 550813
2
1 -91632 550808
2
1 -91641 550773
2
1 -91644 550749
2
1 -91661 550716
2
1 -91685 550708
2
1 -91696 550664
2
1 -91732 550634
2
1 -91772 550605
2
1 -91798 550580
2
1 -91799 550543
2
1 -91822 550517
2
1 -91853 550488
2
1 -91872 550486
2
1 -91883 550479
2
1 -91897 550457
2
1 -91919 550436
2
1 -91946 550405
2
1 -91964 550368
2
1 -91974 550333
2
1 -91999 550292
2
1 -92004 550255
2
1 -92044 550214
2
1 -92073 550179
2
1 -92105 550162
2
1 -92121 550129
2
1 -92137 550128
2
1 -92152 550126
2
1 -92182 550085
2
1 -92194 550044
2
1 -92197 550011
2
1 -92215 549979
2
1 -92231 549972
2
1 -92249 549938
2
1 -92293 549903
2
1 -92325 549872
2
1 -92357 549835
2
1 -92387 549808
2
1 -92428 549794
2
1 -92453 549766
2
1 -92491 549725
2
1 -92508 549715
2
1 -92512 549676
2
1 -92531 549635
2
1 -92573 549604
2
1 -92610 549604
2
1 -92629 549587
2
1 -92668 549545
2
1 -92692 549526
2
1 -92724 549496
2
1 -92733 549477
2
1 -92749 549474
2
1 -92760 549472
2
1 -92798 549465
2
1 -92821 549447
2
1 -92864 549430
2
1 -92885 549408
2
1 -92919 549376
2
1 -92935 549361
2
1 -92963 549348
2
1 -92972 549321
2
1 -92992 549286
2
1 -92998 549265
2
1 -93031 549228
2
1 -93071 549208
2
1 -93093 549197
2
1 -93094 549197
2
1 -93109 549185
2
1 -93111 549170
2
1 -93138 549137
2
1 -93178 549105
2
1 -93190 549089
2
1 -93199 549088
2
1 -93202 549056
2
1 -93225 549018
2
1 -93232 548986
2
1 -93252 548952
2
1 -93275 548926
2
1 -93285 548915
2
1 -93303 548910
2
1 -93341 548870
2
1 -93357 548831
2
1 -93359 548793
2
1 -93372 548781
2
1 -93387 548779
2
1 -93387 548769
2
1 -93421 548757
2
1 -93447 548714
2
1 -93467 548678
2
1 -93504 548673
2
1 -93533 548629
2
1 -93571 548618
2
1 -93604 548602
2
1 -93641 548559
2
1 -93675 548549
2
1 -93685 548522
2
1 -93697 548488
2
1 -93718 548466
2
1 -93745 548425
2
1 -93779 548382
2
1 -93823 548348
2
1 -93838 548315
2
1 -93846 548273
2
1 -93885 548238
2
1 -93925 548207
2
1 -93927 548175
2
1 -93965 548135
2
1 -94008 548109
2
1 -94026 548073
2
1 -94058 548066
2
1 -94066 548024
2
1 -94107 547996
2
1 -94138 547979
2
1 -94143 547958
2
1 -94164 547957
2
1 -94190 547937
2
1 -94232 547896
2
1 -94240 547884
2
1 -94240 547875
2
1 -94249 547834
2
1 -94290 547823
2
1 -94318 547782
2
1 -94325 547749
2
1 -94347 547717
2
1 -94371 547701
2
1 -94411 547661
2
1 -94425 547618
2
1 -94455 547611
2
1 -94471 547569
2
1 -94499 547525
2
1 -94542 547516
2
1 -94561 547514
2
1 -94567 547487
2
1 -94581 547481
2
1 -94625 547458
2
1 -94634 547456
2
1 -94668 547412
2
1 -94711 547409
2
1 -94744 547389
2
1 -94780 547370
2
1 -94824 547332
2
1 -94845 547319
2
1 -94881 547313
2
1 -94901 547299
2
1 -94911 547288
2
1 -94924 547280
2
1 -94944 547248
2
1 -94954 547215
2
1 -94976 547184
2
1 -94978 547163
2
1 -94987 547152
2
1 -95010 547146
2
1 -95028 547125
2
1 -95037 547119
2
1 -95040 547112
2
1 -95072 547110
2
1 -95072 547101
2
1 -95094 547064
2
1 -95109 547059
2
1 -95115 547026
2
1 -95131 546999
2
1 -95134 546956
2
1 -95148 546935
2
1 -95187 546899
2
1 -95194 546858
2
1 -95213 546834
2
1 -95227 546792
2
1 -95257 546760
2
1 -95282 546759
2
1 -95282 546723
2
1 -95291 546690
2
1 -95329 546674
2
1 -95333 546651
2
1 -95341 546625
2
1 -95369 546603
2
1 -95383 546559
2
1 -95387 546541
2
1 -95391 546516
2
1 -95430 546473
2
1 -95454 546472
2
1 -95455 546429
2
1 -95487 546413
2
1 -95490 546396
2
1 -95500 546361
2
1 -95526 546343
2
1 -95552 546308
2
1 -95565 546288
2
1 -95571 546271
2
1 -95614 546249
2
1 -95657 546216
2
1 -95663 546203
2
1 -95695 546186
2
1 -95733 546143
2
1 -95775 546111
2
1 -95817 546090
2
1 -95857 546047
2
1 -95884 546019
2
1 -95905 545982
2
1 -95912 545943
2
1 -95939 545910
2
1 -95958 545901
2
1 -95981 545869
2
1 -96017 545832
2
1 -96028 545798
2
1 -96049 545789
2
1 -96078 545762
2
1 -96107 545746
2
1 -96151 545724
2
1 -96165 545721
2
1 -96181 545703
2
1 -96213 545691
2
1 -96237 545677
2
1 -96277 545677
2
1 -96283 545675
2
1 -96284 545642
2
1 -96320 545622
2
1 -96324 545601
2
1 -96338 545561
2
1 -96358 545536
2
1 -96394 545495
2
1 -96429 545475
2
1 -96452 545449
2
1 -96495 545427
2
1 -96499 545407
2
1 -96525 545387
2
1 -96563 545367
2
1 -96602 545350
2
1 -96636 545309
2
1 -96661 545307
2
1 -96667 545281
2
1 -96709 545239
2
1 -96711 545237
2
1 -96736 545221
2
1 -96740 545220
2
1 -96744 545179
2
1 -96786 545178
2
1 -96802 545150
2
1 -96829 545128
2
1 -96841 545090
2
1 -96883 545090
2
1 -96904 545055
2
1 -96924 545040
2
1 -96932 545024
2
1 -96944 544991
2
1 -96962 544973
2
1 -96983 544957
2
1 -97005 544934
2
1 -97030 544925
2
1 -97032 544896
2
1 -97049 544890
2
1 -97074 544868
2
1 -97088 544864
2
1 -97093 544823
2
1 -97119 544806
2
1 -97154 544783
2
1 -97179 544772
2
1 -97199 544772
2
1 -97232 544737
2
1 -97249 544737
2
1 -97279 544702
2
1 -97304 544695
2
1 -97317 544686
2
1 -97347 544686
2
1 -97366 544647
2
1 -97396 544611
2
1 -97403 544594
2
1 -97416 544573
2
1 -97444 544555
2
1 -97469 544539
2
1 -97512 544524
2
1 -97513 544501
2
1 -97546 544479
2
1 -97576 544451
2
1 -97595 544449
2
1 -97631 544444
2
1 -97631 544428
2
1 -97643 544408
2
1 -97669 544404
2
1 -97690 544404
2
1 -97734 544391
2
1 -97777 544378
2
1 -97814 544366
2
1 -97856 544345
2
1 -97893 544323
2
1 -97937 544288
2
1 -97981 544280
2
1 -98001 544248
2
1 -98038 544242
2
1 -98060 544231
2
1 -98075 544218
2
1 -98091 544203
2
1 -98121 544175
2
1 -98157 544157
2
1 -98197 544138
2
1 -98222 544137
2
1 -98254 544114
2
1 -98268 544090
2
1 -98303 544079
2
1 -98310 544044
2
1 -98343 544030
2
1 -98368 543998
2
1 -98390 543990
2
1 -98416 543976
2
1 -98430 543972
2
1 -98455 543943
2
1 -98479 543939
2
1 -98486 543923
2
1 -98525 543880
2
1 -98559 543846
2
1 -98583 543832
2
1 -98618 543821
2
1 -98618 543816
2
1 -98660 543774
2
1 -98683 543762
2
1 -98715 543743
2
1 -98741 543723
2
1 -98747 543720
2
1 -98775 543680
2
1 -98792 543676
2
1 -98798 543672
2
1 -98838 543642
2
1 -98846 543640
2
1 -98848 543630
2
1 -98855 543587
2
1 -98899 543556
2
1 -98912 543521
2
1 -98916 543501
2
1 -98918 543499
2
1 -98935 543467
2
1 -98949 543462
2
1 -98955 543422
2
1 -98980 543402
2
1 -98985 543387
2
1 -99007 543358
2
1 -99026 543330
2
1 -99059 543309
2
1 -99079 543305
2
1 -99103 543276
2
1 -99117 543238
2
1 -99145 543218
2
1 -99170 543215
2
1 -99187 543179
2
1 -99210 543153
2
1 -99248 543113
2
1 -99262 543099
2
1 -99269 543072
2
1 -99278 543040
2
1 -99287 543019
2
1 -99296 542988
2
1 -99301 542960
2
1 -99322 542959
2
1 -99327 542955
2
1 -99339 542919
2
1 -99372 542886
2
1 -99401 542863
2
1 -99409 542847
2
1 -99435 542821
2
1 -99443 542810
2
1 -99457 542802
2
1 -99471 542767
2
1 -99494 542746
2
1 -99512 542707
2
1 -99528 542680
2
1 -99544 542655
2
1 -99565 542627
2
1 -99581 542585
2
1 -99610 542557
2
1 -99618 542516
2
1 -99637 542474
2
1 -99673 542464
2
1 -99700 542464
2
1 -99734 542455
2
1 -99767 542451
2
1 -99794 542449
2
1 -99806 542408
2
1 -99844 542366
2
1 -99862 542348
2
1 -99899 542307
2
1 -99906 542292
2
1 -99927 542264
2
1 -99970 542220
2
1 -100003 542185
2
1 -100030 542144
2
1 -100068 542136
2
1 -100068 542106
2
1 -100087 542078
2
1 -100124 542063
2
1 -100168 542031
2
1 -100187 542005
2
1 -100221 541967
2
1 -100244 541933
2
1 -100287 541930
2
1 -100301 541888
2
1 -100307 541866
2
1 -100319 541832
2
1 -100324 541815
2
1 -100358 541815
2
1 -100365 541799
2
1 -100407 541791
2
1 -100432 541749
2
1 -100432 541743
2
1 -100464 541706
2
1 -100492 541675
2
1 -100516 541666
2
1 -100529 541646
2
1 -100531 541603
2
1 -100548 541596
2
1 -100556 541565
2
1 -100560 541551
2
1 -100575 541535
2
1 -100578 541507
2
1 -100619 541470
2
1 -100647 541460
2
1 -100663 541428
2
1 -100681 541425
2
1 -100711 541407
2
1 -100720 541390
2
1 -100737 541346
2
1 -100748 541305
2
1 -100756 541281
2
1 -100773 541264
2
1 -100795 541223
2
1 -100820 541186
2
1 -100847 541157
2
1 -100853 541152
2
1 -100861 541136
2
1 -100894 541132
2
1 -100910 541116
2
1 -100924 541084
2
1 -100928 541044
2
1 -100963 541003
2
1 -100976 540997
2
1 -100996 540966
2
1 -101008 540935
2
1 -101042 540915
2
1 -101052 540902
2
1 -101089 540863
2
1 -101098 540846
2
1 -101136 540802
2
1 -101138 540758
2
1 -101142 540748
2
1 -101165 540711
2
1 -101186 540672
2
1 -101201 540637
2
1 -101234 540618
2
1 -101264 540588
2
1 -101286 540582
2
1 -101329 540539
2
1 -101373 540529
2
1 -101402 540496
2
1 -101432 540494
2
1 -101434 540465
2
1 -101437 540447
2
1 -101446 540405
2
1 -101463 540394
2
1 -101466 540366
2
1 -101494 540340
2
1 -101521 540336
2
1 -101548 540293
2
1 -101549 540271
2
1 -101573 540232
2
1 -101580 540230
2
1 -101580 540218
2
1 -101587 540174
2
1 -101609 540131
2
1 -101648 540117
2
1 -101648 540114
2
1 -101654 540103
2
1 -101676 540088
2
1 -101684 540087
2
1 -101717 540076
2
1 -101747 540053
2
1 -101747 540041
2
1 -101781 540007
2
1 -101798 539972
2
1 -101810 539930
2
1 -101839 539904
2
1 -101845 539868
2
1 -101884 539855
2
1 -101919 539832
2
1 -101930 539795
2
1 -101930 539783
2
1 -101970 539770
2
1 -101993 539753
2
1 -102021 539715
2
1 -102040 539699
2
1 -102051 539688
2
1 -102052 539677
2
1 -102075 539642
2
1 -102083 539601
2
1 -102108 539581
2
1 -102108 539564
2
1 -102116 539558
2
1 -102124 539549
2
1 -102143 539543
2
1 -102176 539513
2
1 -102219 539473
2
1 -102223 539435
2
1 -102231 539401
2
1 -102249 539358
2
1 -102276 539321
2
1 -102297 539320
2
1 -102307 539298
2
1 -102326 539258
2
1 -102338 539231
2
1 -102381 539187
2
1 -102390 539144
2
1 -102406 539126
2
1 -102410 539094
2
1 -102437 539064
2
1 -102475 539042
2
1 -102498 538999
2
1 -102522 538965
2
1 -102565 538926
2
1 -102589 538910
2
1 -102626 538897
2
1 -102641 538884
2
1 -102655 538859
2
1 -102697 538825
2
1 -102718 538816
2
1 -102741 538797
2
1 -102757 538764
2
1 -102775 538732
2
1 -102781 538703
2
1 -102807 538663
2
1 -102822 538637
2
1 -102840 538637
2
1 -102864 538633
2
1 -102898 538603
2
1 -102942 538590
2
1 -102943 538547
2
1 -102977 538530
2
1 -102989 538520
2
1 -103031 538504
2
1 -103037 538479
2
1 -103070 538449
2
1 -103070 538445
2
1 -103088 538420
2
1 -103131 538389
2
1 -103140 538364
2
1 -103173 538333
2
1 -103186 538320
2
1 -103217 538320
2
1 -103235 538299
2
1 -103265 538282
2
1 -103306 538251
2
1 -103321 538214
2
1 -103331 538180
2
1 -103341 538172
2
1 -103347 538156
2
1 -103380 538155
2
1 -103388 538115
2
1 -103393 538082
2
1 -103413 538072
2
1 -103432 538042
2
1 -103467 538034
2
1 -103490 538023
2
1 -103511 538013
2
1 -103522 538012
2
1 -103560 537971
2
1 -103578 537930
2
1 -103612 537889
2
1 -103653 537889
2
1 -103683 537883
2
1 -103698 537840
2
1 -103720 537837
2
1 -103726 537806
2
1 -103732 537795
2
1 -103751 537769
2
1 -103780 537768
2
1 -103798 537742
2
1 -103814 537700
2
1 -103851 537656
2
1 -103865 537653
2
1 -103866 537646
2
1 -103872 537627
2
1 -103882 537586
2
1 -103904 537580
2
1 -103945 537565
2
1 -103957 537554
2
1 -103977 537519
2
1 -103998 537492
2
1 -104026 537465
2
1 -104026 537456
2
1 -104042 537427
2
1 -104052 537393
2
1 -104063 537367
2
1 -104094 537364
2
1 -104120 537364
2
1 -104127 537337
2
1 -104141 537317
2
1 -104149 537285
2
1 -104165 537254
2
1 -104203 537235
2
1 -104204 537229
2
1 -104234 537208
2
1 -104237 537194
2
1 -104240 537156
2
1 -104243 537145
2
1 -104245 537126
2
1 -104285 537106
2
1 -104294 537100
2
1 -104295 537098
2
1 -104305 537064
2
1 -104315 537040
2
1 -104338 537009
2
1 -104382 536977
2
1 -104400 536954
2
1 -104425 536942
2
1 -104467 536909
2
1 -104492 536874
2
1 -104501 536839
2
1 -104505 536819
2
1 -104540 536812
2
1 -104571 536775
2
1 -104605 536742
2
1 -104617 536699
2
1 -104657 536678
2
1 -104664 536673
2
1 -104674 536656
2
1 -104710 536615
2
1 -104714 536573
2
1 -104749 536551
2
1 -104769 536536
2
1 -104810 536518
2
1 -104813 536490
2
1 -104821 536471
2
1 -104839 536452
2
1 -104840 536444
2
1 -104873 536405
2
1 -104881 536383
2
1 -104909 536363
2
1 -104936 536340
2
1 -104939 536305
2
1 -104974 536284
2
1 -104981 536251
2
1 -104998 536233
2
1 -105028 536226
2
1 -105031 536220
2
1 -105060 536176
2
1 -105091 536137
2
1 -105126 536136
2
1 -105139 536128
2
1 -105159 536106
2
1 -105183 536098
2
1 -105206 536066
2
1 -105237 536060
2
1 -105251 536047
2
1 -105287 536029
2
1 -105297 535996
2
1 -105298 535971
2
1 -105319 535946
2
1 -105362 535939
2
1 -105394 535931
2
1 -105414 535908
2
1 -105429 535902
2
1 -105446 535897
2
1 -105453 535860
2
1 -105466 535826
2
1 -105480 535782
2
1 -105522 535744
2
1 -105553 535709
2
1 -105559 535708
2
1 -105570 535703
2
1 -105596 535682
2
1 -105634 535648
2
1 -105635 535626
2
1 -105649 535619
2
1 -105685 535618
2
1 -105700 535607
2
1 -105724 535577
2
1 -105748 535574
2
1 -105790 535536
2
1 -105830 535518
2
1 -105857 535501
2
1 -105874 535470
2
1 -105891 535466
2
1 -105920 535436
2
1 -105932 535396
2
1 -105967 535396
2
1 -105990 535360
2
1 -106024 535335
2
1 -106037 535332
2
1 -106076 535328
2
1 -106087 535312
2
1 -106109 535270
2
1 -106118 535269
2
1 -106118 535263
2
1 -106157 535261
2
1 -106181 535240
2
1 -106200 535198
2
1 -106214 535162
2
1 -106222 535119
2
1 -106244 535092
2
1 -106282 535073
2
1 -106309 535049
2
1 -106319 535026
2
1 -106323 534996
2
1 -106349 534991
2
1 -106383 534954
2
1 -106404 534943
2
1 -106445 534913
2
1 -106457 534872
2
1 -106501 534859
2
1 -106506 534836
2
1 -106540 534811
2
1 -106567 534800
2
1 -106590 534765
2
1 -106599 534758
2
1 -106623 534748
2
1 -106650 534742
2
1 -106684 534698
2
1 -106713 534698
2
1 -106743 534681
2
1 -106748 534655
2
1 -106764 534622
2
1 -106802 534610
2
1 -106821 534598
2
1 -106836 534580
2
1 -106862 534559
2
1 -106865 534537
2
1 -106873 534506
2
1 -106913 534475
2
1 -106941 534470
2
1 -106942 534462
2
1 -106957 534427
2
1 -106978 534423
2
1 -107012 534417
2
1 -107016 534391
2
1 -107046 534375
2
1 -107054 534373
2
1 -107058 534365
2
1 -107079 534342
2
1 -107106 534298
2
1 -107109 534283
2
1 -107129 534276
2
1 -107129 534241
2
1 -107129 534201
2
1 -107157 534173
2
1 -107157 534144
2
1 -107200 534122
2
1 -107219 534102
2
1 -107245 534086
2
1 -107278 534049
2
1 -107282 534031
2
1 -107290 534012
2
1 -107317 533999
2
1 -107344 533988
2
1 -107387 533971
2
1 -107397 533962
2
1 -107429 533925
2
1 -107445 533886
2
1 -107472 533863
2
1 -107507 533853
2
1 -107520 533811
2
1 -107560 533799
2
1 -107580 533778
2
1 -107612 533770
2
1 -107656 533750
2
1 -107664 533746
2
1 -107664 533730
2
1 -107687 533702
2
1 -107723 533689
2
1 -107762 533654
2
1 -107799 533643
2
1 -107843 533619
2
1 -107846 533597
2
1 -107872 533567
2
1 -107872 533551
2
1 -107912 533538
2
1 -107932 533496
2
1 -107964 533494
2
1 -107990 533475
2
1 -108001 533450
2
1 -108002 533431
2
1 -108038 533429
2
1 -108080 533414
2
1 -108117 533373
2
1 -108152 533335
2
1 -108183 533308
2
1 -108187 533271
2
1 -108200 533257
2
1 -108221 533218
2
1 -108265 533190
2
1 -108282 533189
2
1 -108285 533151
2
1 -108291 533115
2
1 -108331 533083
2
1 -108348 533070
2
1 -108367 533051
2
1 -108406 533040
2
1 -108434 532996
2
1 -108467 532969
2
1 -108507 532939
2
1 -108534 532906
2
1 -108546 532868
2
1 -108571 532836
2
1 -108578 532828
2
1 -108612 532815
2
1 -108648 532809
2
1 -108662 532808
2
1 -108668 532781
2
1 -108705 532772
2
1 -108719 532762
2
1 -108741 532721
2
1 -108777 532697
2
1 -108784 532671
2
1 -108807 532669
2
1 -108815 532651
2
1 -108847 532609
2
1 -108853 532603
2
1 -108888 532565
2
1 -108926 532561
2
1 -108934 532534
2
1 -108951 532490
2
1 -108992 532452
2
1 -108992 532450
2
1 -109013 532450
2
1 -109024 532415
2
1 -109041 532374
2
1 -109079 532366
2
1 -109099 532366
2
1 -109140 532361
2
1 -109142 532350
2
1 -109172 532309
2
1 -109180 532266
2
1 -109182 532261
2
1 -109218 532220
2
1 -109227 532214
2
1 -109257 532181
2
1 -109262 532155
2
1 -109288 532143
2
1 -109324 532141
2
1 -109343 532132
2
1 -109343 532096
2
1 -109348 532058
2
1 -109354 532026
2
1 -109355 532024
2
1 -109392 532014
2
1 -109405 531992
2
1 -109412 531964
2
1 -109432 531955
2
1 -109465 531937
2
1 -109477 531933
2
1 -109501 531928
2
1 -109538 531892
2
1 -109576 531873
2
1 -109587 531844
2
1 -109615 531814
2
1 -109654 531786
2
1 -109676 531780
2
1 -109705 531745
2
1 -109744 531715
2
1 -109782 531684
2
1 -109822 531671
2
1 -109838 531662
2
1 -109842 531626
2
1 -109868 531589
2
1 -109885 531589
2
1 -109889 531586
2
1 -109894 531583
2
1 -109934 531577
2
1 -109956 531564
2
1 -109991 531551
2
1 -110034 531515
2
1 -110037 531488
2
1 -110080 531456
2
1 -110105 531412
2
1 -110129 531394
2
1 -110159 531367
2
1 -110197 531366
2
1 -110233 531324
2
1 -110233 531300
2
1 -110275 531276
2
1 -110300 531275
2
1 -110327 531238
2
1 -110331 531209
2
1 -110374 531175
2
1 -110416 531134
2
1 -110425 531131
2
1 -110457 531119
2
1 -110494 531082
2
1 -110501 531065
2
1 -110537 531034
2
1 -110579 531005
2
1 -110592 530962
2
1 -110629 530950
2
1 -110669 530906
2
1 -110705 530862
2
1 -110728 530846
2
1 -110735 530833
2
1 -110744 530814
2
1 -110786 530800
2
1 -110801 530798
2
1 -110811 530774
2
1 -110823 530731
2
1 -110859 530720
2
1 -110901 530677
2
1 -110930 530643
2
1 -110967 530610
2
1 -110992 530605
2
1 -111023 530588
2
1 -111047 530554
2
1 -111064 530538
2
1 -111097 530498
2
1 -111136 530495
2
1 -111151 530485
2
1 -111173 530472
2
1 -111198 530435
2
1 -111220 530400
2
1 -111236 530359
2
1 -111276 530345
2
1 -111283 530345
2
1 -111303 530302
2
1 -111337 530290
2
1 -111369 530276
2
1 -111393 530251
2
1 -111431 530247
2
1 -111445 530237
2
1 -111472 530227
2
1 -111485 530206
2
1 -111498 530178
2
1 -111537 530143
2
1 -111540 530117
2
1 -111574 530085
2
1 -111597 530073
2
1 -111625 530054
2
1 -111651 530018
2
1 -111677 530010
2
1 -111718 529988
2
1 -111738 529953
2
1 -111774 529953
2
1 -111790 529917
2
1 -111801 529880
2
1 -111803 529842
2
1 -111805 529827
2
1 -111826 529805
2
1 -111831 529790
2
1 -111850 529781
2
1 -111853 529773
2
1 -111894 529746
2
1 -111914 529714
2
1 -111922 529712
2
1 -111945 529678
2
1 -111962 529652
2
1 -111973 529614
2
1 -111990 529605
2
1 -111990 529572
2
1 -111990 529554
2
1 -112015 529552
2
1 -112026 529517
2
1 -112050 529478
2
1 -112062 529448
2
1 -112079 529416
2
1 -112080 529396
2
1 -112082 529354
2
1 -112084 529331
2
1 -112113 529321
2
1 -112145 529307
2
1 -112189 529303
2
1 -112230 529293
2
1 -112234 529273
2
1 -112253 529269
2
1 -112261 529249
2
1 -112283 529209
2
1 -112312 529169
2
1 -112349 529160
2
1 -112384 529155
2
1 -112385 529141
2
1 -112429 529139
2
1 -112463 529138
2
1 -112469 529094
2
1 -112500 529051
2
1 -112509 529033
2
1 -112521 529017
2
1 -112551 529002
2
1 -112584 528968
2
1 -112619 528960
2
1 -112658 528955
2
1 -112693 528932
2
1 -112701 528906
2
1 -112720 528906
2
1 -112762 528890
2
1 -112774 528847
2
1 -112811 528829
2
1 -112818 528803
2
1 -112845 528789
2
1 -112877 528776
2
1 -112896 528772
2
1 -112928 528741
2
1 -112948 528724
2
1 -112957 528716
2
1 -112963 528710
2
1 -112986 528703
2
1 -113005 528683
2
1 -113043 528649
2
1 -113045 528630
2
1 -113079 528586
2
1 -113114 528577
2
1 -113119 528543
2
1 -113146 528524
2
1 -113161 528508
2
1 -113194 528498
2
1 -113224 528491
2
1 -113238 528467
2
1 -113239 528433
2
1 -113242 528416
2
1 -113246 528400
2
1 -113269 528372
2
1 -113300 528368
2
1 -113310 528344
2
1 -113348 528332
2
1 -113391 528297
2
1 -113410 528257
2
1 -113454 528233
2
1 -113483 528200
2
1 -113526 528194
2
1 -113531 528155
2
1 -113547 528113
2
1 -113555 528083
2
1 -113576 528067
2
1 -113595 528036
2
1 -113628 528005
2
1 -113630 527986
2
1 -113644 527953
2
1 -113667 527929
2
1 -113679 527905
2
1 -113723 527888
2
1 -113737 527870
2
1 -113749 527850
2
1 -113753 527809
2
1 -113761 527800
2
1 -113764 527780
2
1 -113767 527761
2
1 -113791 527742
2
1 -113803 527742
2
1 -113838 527711
2
1 -113876 527680
2
1 -113893 527639
2
1 -113898 527601
2
1 -113934 527566
2
1 -113959 527562
2
1 -113980 527531
2
1 -114008 527496
2
1 -114012 527455
2
1 -114022 527447
2
1 -114059 527421
2
1 -114083 527419
2
1 -114091 527391
2
1 -114113 527358
2
1 -114115 527317
2
1 -114155 527273
2
1 -114182 527239
2
1 -114212 527232
2
1 -114249 527190
2
1 -114256 527162
2
1 -114296 527123
2
1 -114335 527107
2
1 -114360 527084
2
1 -114374 527055
2
1 -114393 527031
2
1 -114437 527013
2
1 -114449 526989
2
1 -114470 526968
2
1 -114484 526963
2
1 -114500 526940
2
1 -114501 526929
2
1 -114530 526894
2
1 -114537 526872
2
1 -114541 526828
2
1 -114560 526816
2
1 -114588 526795
2
1 -114601 526766
2
1 -114601 526727
2
1 -114608 526713
2
1 -114638 526680
2
1 -114638 526643
2
1 -114645 526630
2
1 -114668 526595
2
1 -114709 526558
2
1 -114749 526546
2
1 -114771 526505
2
1 -114801 526499
2
1 -114839 526461
2
1 -114867 526418
2
1 -114904 526408
2
1 -114921 526381
2
1 -114959 526351
2
1 -114971 526313
2
1 -114995 526287
2
1 -115002 526277
2
1 -115024 526262
2
1 -115026 526233
2
1 -115061 526208
2
1 -115080 526177
2
1 -115104 526156
2
1 -115109 526155
2
1 -115126 526120
2
1 -115140 526110
2
1 -115168 526067
2
1 -115183 526039
2
1 -115198 526007
2
1 -115215 525999
2
1 -115233 525963
2
1 -115235 525921
2
1 -115253 525905
2
1 -115260 525903
2
1 -115291 525887
2
1 -115322 525859
2
1 -115325 525847
2
1 -115339 525820
2
1 -115372 525794
2
1 -115407 525782
2
1 -115424 525777
2
1 -115446 525770
